ORDER_ID,RECOMMENDATION_1,RECOMMENDATION_2,RECOMMENDATION_3
1785474447,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
2672940831,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub Combo
5365141642,Regular Buffalo Fries,10 pc Grilled Wings,20pc Spicy Feast Deal
3719443685,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
9664042351,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
4591227581,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
6697547638,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
3066847925,20pc Spicy Feast Deal,Ranch Dip - Large,10 pc Grilled Wings
1183994281,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
716660539,Ranch Dip - Regular,8 pc Grilled Wings Combo,Fried Corn - Regular
6629051234,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Mixed Wings
9876206587,20pc Spicy Feast Deal,Ranch Dip - Regular,Large Buffalo Fries
4578851950,10 pc Grilled Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
1099699387,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
2488425435,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
3807612147,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
1324672225,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
3224322137,Regular Buffalo Fries,10 pc Grilled Wings,Blue Cheese Dip - Regular
2080439382,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
5790578362,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
371107248,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
7519184133,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
8800902863,10 pc Spicy Wings,10 pc Grilled Wings,Large Buffalo Fries
2611475190,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
